,location.postalCode,location.lat,location.lng,categories
118,M4G,43.709382,-79.358904,General Entertainment
119,M4G,43.705661,-79.362112,Gym
120,M4G,43.711486,-79.363887,Sushi Restaurant
121,M4G,43.705775418940505,-79.36142514447366,Athletics & Sports
122,M4G,43.71037832353286,-79.35951674993466,Event Space
123,M4G,43.70625628697304,-79.36103466924602,Supplement Shop
0,M5G,43.658762182159144,-79.38829248908566,Hospital
1,M5G,43.657498668962646,-79.3865121609307,Hospital
2,M5S,43.65842614181627,-79.38646209755869,Emergency Room
3,M5G,43.65918495791716,-79.38726434896633,Café
4,M5S,43.65856072035962,-79.38999372559918,Hospital
5,M5G,43.660006357009195,-79.39027220226043,Metro Station
6,M5G,43.65978,-79.385699,Auto Garage
7,M5S,43.658541184271805,-79.39053016632187,Bus Line
8,M5G,43.65749073209362,-79.38655590509755,Medical Center
9,M5G,43.657566,-79.388477,Pharmacy
10,M5G,43.6573986,-79.3883129,Coffee Shop
11,M5G,43.657656,-79.385007,Coffee Shop
12,M5G,43.6587767433386,-79.3885289047168,Deli / Bodega
13,M5G,43.65842123574496,-79.38561319551111,Coffee Shop
14,M5G,43.657379532300766,-79.38743239235635,Sandwich Place
15,M5G,43.65865699,-79.38868207,Smoothie Shop
16,M5G,43.65814622369953,-79.38568856064308,Rental Car Location
17,M5G,43.657235,-79.385708,Mobility Store
18,M5G,43.657308,-79.386721,Juice Bar
19,M5G,43.65720930549997,-79.38606324056798,Fast Food Restaurant
20,M5G,43.659252,-79.387154,Hospital Ward
21,M5G,43.658732,-79.388853,Hospital Ward
23,M5S,43.6614065,-79.3862694,Restaurant
24,M5G,43.658842024763764,-79.3875282576804,Burger Joint
25,M5G,43.65884156868218,-79.38725335275359,Bagel Shop
26,M5G,43.6569,-79.38823,Office
27,M5G,43.658505,-79.388748,Medical Center
28,M5V,43.65771968916841,-79.3868637084961,Medical Center
29,M5G,43.656092,-79.388529,Office
30,M5G,43.657874930241405,-79.38585519790648,Clothing Store
31,M5G,43.65930919318473,-79.3873609093546,Food Court
32,M5S,43.65926838392056,-79.38652759982267,Parking
33,M5G,43.658005,-79.388426,Hospital
34,M5G,43.658425,-79.389234,Hospital
35,M5G,43.65832821369643,-79.38845743028736,Hospital
36,M5G,43.65705646825867,-79.38901273017167,Farmers Market
37,M5G,43.657557,-79.388906,Greek Restaurant
38,M5G,43.657976,-79.38639,Bike Rental / Bike Share
39,M5V,43.65747769310558,-79.3863596365334,Café
40,M5G,43.658722,-79.388128,Wings Joint
41,M5G,43.658324,-79.38886,Pharmacy
42,M5G,43.658281,-79.389238,Hospital Ward
43,M5G,43.658716988295915,-79.38677501623404,Hospital
44,M5G,43.65911684437622,-79.3883228302002,Hospital
45,M5G,43.65792,-79.389185,Hospital Ward
46,M5G,43.656765552544144,-79.38640664044746,Medical Lab
47,M5V,43.65747932891036,-79.38646162200125,Food Court
48,M5G,43.65771550970032,-79.38880380585381,Soup Place
49,M5G,43.65752733577324,-79.3865130846627,Emergency Room
50,M5G,43.65786124478627,-79.38831448126287,Hospital
51,M5V,43.657253963541315,-79.38669204711914,Gift Shop
52,M5G,43.658025,-79.388294,Medical Center
53,M5G,43.657562737002905,-79.38656058871574,Japanese Restaurant
54,M5G,43.65925,-79.387088,Deli / Bodega
55,M5G,43.65661627853041,-79.38816603396522,Office
56,M5R,43.65561613306487,-79.3868100643158,Medical Center
57,M5G,43.65749,-79.386735,Hospital
58,M5G,43.658314,-79.386985,Emergency Room
59,M5G,43.658442,-79.388827,Hospital
60,M5G,43.658706,-79.388775,Hospital Ward
61,M5G,43.658134,-79.386088,Dry Cleaner
62,M5G,43.65863003722243,-79.3858348303517,Residential Building (Apartment / Condo)
63,M5T,43.657914688498764,-79.38735781672199,Pharmacy
64,M5G,43.65835171484532,-79.38695895362581,Tech Startup
65,M5G,43.65982802460087,-79.38665524727344,Parking
67,M5G,43.658401,-79.387048,Office
68,M5S,43.656799,-79.388476,College Lab
69,M5G,43.65837169897778,-79.38690662384033,Hospital
70,M5G,43.657352176157424,-79.38624169559013,Indian Restaurant
71,M5G,43.65837169897778,-79.38884854316711,Mobile Phone Shop
74,M5G,43.6584424764629,-79.38834197147705,Garden
75,M5G,43.658443,-79.386894,Pizza Place
76,M5G,43.65726921000582,-79.38664855903976,Hospital
77,M5G,43.65736296792668,-79.38774818103383,Hospital
78,M5G,43.657290380456814,-79.38652210167268,Building
79,M5G,43.657343342774865,-79.38773168680045,Hospital
80,M5G,43.65810949170471,-79.3867585218272,Hospital
81,M5G,43.658451900042486,-79.38695095639076,Hospital
82,M5G,43.657156510920736,-79.38667604974887,Fast Food Restaurant
83,M5G,43.657129,-79.38902,Hospital
84,M5G,43.656834,-79.388313,Office
85,M5G,43.658510077747735,-79.38588981224521,Print Shop
86,M5G,43.65780161527817,-79.38586781949172,Asian Restaurant
87,M5G,43.65732640808125,-79.38654409427068,Japanese Restaurant
88,M5G,43.657461303903254,-79.38803957867195,Gym
89,M5G,43.65786482225133,-79.38876531974381,Mediterranean Restaurant
90,M5G,43.658367,-79.387957,Hospital
91,M5V,43.657285012028844,-79.38647747039795,Hospital
92,M5G,43.657807,-79.38551,Sandwich Place
93,M5V,43.65767311676826,-79.38761472702026,Doctor's Office
94,M5G,43.659383,-79.387142,College Science Building
95,M5G,43.65871809442798,-79.38605475772972,Government Building
96,M5G,43.65716278553009,-79.38682079315186,Food Truck
97,M5G,43.657438,-79.386306,Breakfast Spot
98,M5G,43.65695900210913,-79.38881635665894,Theater
99,M5G,43.65752309494065,-79.3864011422903,Hospital
100,M5G,43.656671,-79.38632,Hospital
101,M5G,43.65659885575848,-79.38772069064323,Salon / Barbershop
102,M5G,43.65726569717469,-79.38715988489241,Ski Area
103,M5V,43.6574868268064,-79.3883228302002,Hospital
104,M5G,43.657285012028815,-79.38613414764404,Other Great Outdoors
105,m5v,43.657393681608724,-79.38812971115112,Eye Doctor
106,M5G,43.657146106587625,-79.38816053591259,Conference Room
107,M5G,43.658443,-79.386894,High School
108,M5G,43.659099,-79.387449,Hospital
109,M5G,43.657843881647,-79.38569187727573,Hot Dog Joint
110,M5G,43.65731912655022,-79.38784164830074,Food & Drink Shop
112,M5G,43.65821823420328,-79.3889027700632,Financial or Legal Service
113,M5G,43.657427,-79.3893,Hospital
114,M5G,43.65677261352539,-79.38849639892578,Conference Room
115,M5G,43.658063,-79.385541,Salon / Barbershop
116,M5V,43.657548923524566,-79.38804388046265,Conference Room
117,M5G,43.65754419752465,-79.38620320841444,BBQ Joint
118,M7A,43.658497,-79.386035,Mediterranean Restaurant
119,M5G,43.658476,-79.388442,Residential Building (Apartment / Condo)
120,M5G,43.657894,-79.38555,Lounge
121,M5G,43.658342,-79.388283,Park
122,M5V,43.66004483467249,-79.38878006916545,Tech Startup
123,M5G,43.65748482602424,-79.38919416406495,Medical Lab
124,M5G,43.65912066508785,-79.38556541860137,Hotel
125,M5T,43.65762920026114,-79.3860162704763,Residential Building (Apartment / Condo)
126,M5G,43.65819725856163,-79.38748977103982,Event Space
0,M6G,43.66845217,-79.422354,College Classroom
1,M6G,43.66987671146389,-79.42085052417578,Laundry Service
2,M6G,43.67146,-79.421643,American Restaurant
3,M6G,43.670236,-79.420808,Entertainment Service
4,M6G,43.66847077052224,-79.42048512748114,Grocery Store
5,M4M,43.67145290134836,-79.42378668118181,Auto Dealership
6,M6G,43.667913954232475,-79.42126377055394,Flower Shop
8,M6G,43.671824,-79.420499,Baby Store
9,L5P,43.671284,-79.423771,Rental Car Location
11,M6G,43.67153,-79.4214,Coffee Shop
12,M6G,43.669107144072974,-79.42610471852032,Café
13,M6G,43.671657,-79.421364,Grocery Store
14,M6G,43.670933,-79.42144,Café
15,M6G,43.669644,-79.422318,Performing Arts Venue
16,M6G,43.670977,-79.427573,Grocery Store
17,M6G,43.67104938611651,-79.42571182164207,Hardware Store
18,M6G,43.67048982553482,-79.42661141389264,Nightclub
19,M6G,43.672095,-79.420975,Coffee Shop
20,M4M,43.66156373564167,-79.35401057640297,Automotive Shop
21,M6G,43.6709255,-79.4262379,Automotive Shop
22,M4W,43.66927199587462,-79.42283025079402,Nightclub
23,M6G,43.669701,-79.422318,Office
24,M6g,43.669738,-79.422306,Office
25,M6G,43.671844983221604,-79.42181825637817,Design Studio
26,M6G,43.671523,-79.422028,Building
27,M6G,43.671128937151224,-79.42607832325577,Design Studio
28,M6G,43.6710456734398,-79.41929697990417,Café
29,M6G,43.669738,-79.422306,Paper / Office Supplies Store
30,M6G,43.67093391426326,-79.42154418032443,Bakery
31,M6G,43.671829,-79.422095,Print Shop
32,M6G,43.66882514860705,-79.42583101211942,Sculpture Garden
33,M6G,43.673673582413095,-79.42188493578544,Residential Building (Apartment / Condo)
34,M6G,43.668633,-79.424203,Club House
35,M6G,43.67175340377141,-79.42116495099205,Business Service
36,M6G,43.67203122863185,-79.41912531852722,Sandwich Place
37,M6G,43.6716187,-79.4215566,Design Studio
38,M6G,43.67033947827049,-79.42091703414917,Bike Shop
39,m6g,43.6707,-79.4209,Design Studio
40,M6G,43.670783469721805,-79.42128720533807,Japanese Restaurant
41,M6G,43.671509,-79.422235,Office
42,M6G,43.66589488606108,-79.42242904270098,High School
43,M6G,43.667971645810496,-79.42020330775269,Parking
47,M6G,43.67155849497861,-79.42205531304371,Office
49,M6G,43.67079,-79.421078,Music Venue
50,M6G,43.67165704937125,-79.42146145738789,Bank
51,M6G,43.67156577026589,-79.42128899001831,Candy Store
52,M6G,43.6706,-79.426258,Latin American Restaurant
53,M6G,43.670970426003,-79.42137929819765,Laundry Service
54,M6G,43.67149,-79.42214,Yoga Studio
55,M6G,43.67313834064349,-79.4241987419763,Office
56,M6G,43.66684499319795,-79.42148372357885,Office
57,M6G,43.67293140663345,-79.42372798919678,Office
58,M6G,43.673135,-79.422156,Office
59,M6G,43.666940711868385,-79.42149471571736,Office
60,M6G,43.66735987720157,-79.41993774586636,Café
61,M6G,43.668817,-79.425862,Hotel
62,M6G,43.667261,-79.419984,Café
63,M6G,43.66812317481919,-79.42024160348727,Korean Restaurant
64,M6G,43.66948558617925,-79.42612228961053,Dentist's Office
65,M6G,43.6710606504433,-79.42129847915989,Spiritual Center
66,M6G,43.671309,-79.423576,Professional & Other Places
67,M6G,43.66987365438953,-79.42091762667414,Convenience Store
68,M6G,43.671559,-79.421955,Boutique
69,M6G,43.67067884412717,-79.42614819830024,Italian Restaurant
70,M6G,43.671756,-79.4211,Thai Restaurant
71,M6G,43.67187476590288,-79.42023061119937,Bank
72,M6G,43.6720624028808,-79.41910939095219,Italian Restaurant
73,M6G,43.671719,-79.421107,Health & Beauty Service
74,M6G,43.667473,-79.42004,Café
75,M6G,43.67148395574321,-79.42250244334235,Automotive Shop
76,M6G,43.66785822046965,-79.42805427320322,Restaurant
77,M6G,43.670016,-79.421204,Yoga Studio
78,M6G,43.671583,-79.42213,Salon / Barbershop
79,M6G,43.671623,-79.422272,Building
80,M6G,43.66640695083065,-79.42013717669943,Baseball Field
81,M5R,43.669001,-79.417607,Church
82,M6G,43.668354,-79.42428,Gym / Fitness Center
83,M2R,43.6745408480804,-79.40096461449488,Event Space
84,M6G,43.67213397764369,-79.4188769610449,Furniture / Home Store
85,M6G,43.671622440345764,-79.4217475345414,Hot Dog Joint
86,M6G,43.670541,-79.427498,Winery
87,M6G,43.6668693195465,-79.42387448284995,School
88,M6G,43.66796177,-79.42755429,Furniture / Home Store
89,M6G,43.67218672417944,-79.42023061119937,Laundry Service
90,M6G,43.67174503452435,-79.4213463217369,Furniture / Home Store
91,M6G,43.667256708996625,-79.42049992187543,Speakeasy
92,M6G,43.66898914788972,-79.4207239151001,Art Gallery
93,M6G,43.671649,-79.42119,Bakery
94,M6G,43.671738,-79.420917,Karaoke Bar
95,M6G,43.66707,-79.425064,Dive Bar
96,M6G,43.66631943980507,-79.42518711090088,Karaoke Bar
97,M6G,43.672859653578996,-79.42472085173195,Housing Development
98,M6G,43.670535,-79.427365,Café
99,M6G,43.6701087,-79.4276668,Residential Building (Apartment / Condo)
100,M6G,43.672221181477305,-79.41857625693537,Gym / Fitness Center
101,M5R,43.668998,-79.417311,Strip Club
102,M6G,43.66680226994616,-79.42153318819182,Juice Bar
103,M5J,43.667506,-79.419693,Residential Building (Apartment / Condo)
104,M6Z,43.67174558358901,-79.4221927138291,Gym / Fitness Center
105,M6G,43.671018,-79.425357,Auto Dealership
106,M6G,43.67178910939111,-79.42064881324768,Frame Store
107,M6G,43.671200171645886,-79.42581640890629,Hardware Store
108,M6G,43.671752,-79.421345,Building
109,M6G,43.66654667737054,-79.41985687263158,Convenience Store
110,M6G,43.67175,-79.421088,Bakery
111,M6G,43.67168977827157,-79.42780494689941,Park
0,M1H,43.77449679438365,-79.23728176422665,Skating Rink
1,M1H,43.77399866121137,-79.24122722389819,Financial or Legal Service
2,M1H,43.77446763641413,-79.24126833717742,Thai Restaurant
3,M1H,43.774875036242406,-79.24092714928213,Miscellaneous Shop
4,M1H,43.77469659057996,-79.24114242818267,Hakka Restaurant
5,M1H,43.774378,-79.242844,South Indian Restaurant
7,M1H,43.77544063691452,-79.24135667418388,Office
8,M3C,43.77867028776003,-79.23829078674316,Coworking Space
9,M1H,43.775566,-79.23924,Building
11,M1H,43.7748302,-79.2412514,Bank
12,M1H,43.77629,-79.23487,Asian Restaurant
13,M1H,43.77511193122287,-79.23995245087517,College Gym
14,M1H,43.7777393,-79.2415992,Garden
15,M1H,43.77493892025111,-79.24013968186222,Building
16,M1H,43.77484,-79.240644,Doctor's Office
17,M1H,43.77243726897931,-79.24196241109247,Lounge
18,M1H,43.774106,-79.243097,Gas Station
19,M1H,43.775060351224695,-79.24081206321716,Shipping Store
20,M1H,43.775982989674596,-79.23517242758804,Burger Joint
21,M1H,43.77334690419434,-79.24719361275902,Laundry Service
22,M1H,43.77651674669652,-79.23537254333496,Caribbean Restaurant
23,M1H,43.77477972560302,-79.241042790795,Restaurant
24,M1H,43.77354633117736,-79.24608237285928,Indian Restaurant
25,M1H,43.776531,-79.243639,Auto Workshop
27,M1H,43.7747447635896,-79.24093816276567,Medical Center
34,M1H,43.778548,-79.237317,Physical Therapist
35,M1H,43.76864586693273,-79.24036450710474,General College & University
36,M1H,43.77525897233349,-79.24081150762692,Doctor's Office
37,M1H,43.7774,-79.2355,Medical Center
39,M1H,43.769804715893656,-79.24087208184501,Office
40,M1H,43.775291006963904,-79.2400515732089,Building
41,M1H,43.774594666666665,-79.24130043333334,Convention Center
43,M1H,43.77332305908203,-79.24031066894531,Building
47,M1H,43.770937,-79.233999,Meeting Room
48,M1H,43.77496,-79.240851,Doctor's Office
49,M1H,43.7746,-79.2419,Automotive Shop
50,M1H,43.77492,-79.240875,Medical Center
51,M1H,43.77483892218143,-79.2411308985188,Medical Center
52,M1H,43.771881379784915,-79.2449304654837,Laundry Service
53,M1H,43.776253,-79.234747,Medical Center
54,M1H,43.77615877052752,-79.23468780336057,Doctor's Office
55,M1H,43.774686,-79.240908,Martial Arts School
56,M1H,43.77562777174299,-79.23551937294373,Doctor's Office
57,M1H,43.775329,-79.24130043333334,Dentist's Office
58,M1H,43.775077845743034,-79.24092164253986,Dentist's Office
59,M1H,43.775222138791534,-79.24167761001029,Caribbean Restaurant
60,M1H,43.774473,-79.243008,Grocery Store
61,M1H,43.776598861602345,-79.23387765873485,Vegetarian / Vegan Restaurant
62,M1H,43.773123,-79.24611,Bakery
63,M1H,43.777794,-79.236697,Skating Rink
64,M1H,43.77478162626051,-79.24108133793433,Pharmacy
65,M1H,43.774969,-79.240872,Italian Restaurant
66,M1H,43.782343,-79.236198,Health & Beauty Service
67,M1H,43.77600546296495,-79.23498630523682,Office
68,M1H,43.777902,-79.235866,Storage Facility
69,M1H,43.77617357520185,-79.24092714928213,Bakery
70,M1H,43.76482279278926,-79.24281775705393,Nursery School
71,M1H,43.77622301878431,-79.2353156115408,Pharmacy
72,M1H,43.776835,-79.243085,Video Store
73,M1H,43.77251932100581,-79.23279762268066,Pool
74,M1H,43.77532958984375,-79.2406234741211,Auto Garage
75,M1H,43.77317665766657,-79.23169739633192,Theme Park
76,M1H,43.776392,-79.235265,Electronics Store
77,M1H,43.77555577092895,-79.2405526900733,Automotive Shop
78,M1H,43.77624,-79.23461,Salon / Barbershop
79,M1H,43.775708,-79.240786,Sporting Goods Shop
80,M1H,43.776247520415566,-79.23523300544083,Caribbean Restaurant
81,M1H,43.776187896728516,-79.24296569824219,Non-Profit
82,M1H,43.774987,-79.241119,Arts & Crafts Store
83,M1H,43.775372,-79.239021,Home Service
84,M1H,43.775214234554575,-79.24153288896012,Sporting Goods Shop
85,M1H,43.77410728181754,-79.24116393889393,Salon / Barbershop
86,M1H,43.77545633050101,-79.2398753556544,Men's Store
87,M1H,43.775544,-79.238515,Building
88,M1H,43.775060491766396,-79.23995245087517,Gym
89,M1H,43.776336,-79.234183,Laundry Service
90,M1H,43.77392536922707,-79.24562626511573,Flower Shop
91,M1H,43.77439074389114,-79.24387684648542,Bakery
92,M1H,43.775552,-79.240019,Automotive Shop
93,M1H,43.775747,-79.238833,Bakery
94,M1H,43.77616039789073,-79.23528671264648,Burger Joint
95,M1H,43.777181,-79.234042,Clothing Store
96,M1H,43.77542272442785,-79.23303565653814,Church
97,M1H,43.776258432832655,-79.2341315838387,Bakery
98,M1H,43.776453291847766,-79.23499482383458,Hookah Bar
99,M1H,43.773612,-79.236346,Tennis Court
100,M1H,43.776780133579415,-79.23354864120483,Café
101,M1H,43.77338478363669,-79.23160927976531,Residential Building (Apartment / Condo)
102,M1H,43.77653588997592,-79.24559675051701,Residential Building (Apartment / Condo)
103,M1H,43.7757016288192,-79.24193487768136,Café
104,M1H,43.774325,-79.232389,Residential Building (Apartment / Condo)
105,M1H,43.7759298356196,-79.23532833470263,Fried Chicken Joint
106,M1H,43.77741915,-79.234411,Sporting Goods Shop
107,M1H,43.77630936532644,-79.23493865172834,Chinese Restaurant
108,M1H,43.776615,-79.234474,Dessert Shop
109,M1H,43.77459330890341,-79.23649962433035,Athletics & Sports
110,M1H,43.77627788363806,-79.23402640869378,Coffee Shop
111,M1H,43.776520411784134,-79.2441925905918,Housing Development
112,M1H,43.77317456264117,-79.23381767631933,Park
113,M1H,43.776214262045,-79.23484801455352,Indian Restaurant
115,M1H,43.776168,-79.234762,Doctor's Office
116,M1H,43.776368,-79.234714,Cosmetics Shop
117,M1H,43.77662520025942,-79.24243211746216,Temple
118,M1H,43.77635887271364,-79.23424723371322,Pizza Place
119,M1H,43.77617,-79.2352,Mexican Restaurant
120,M1H,43.774394038576446,-79.23177449825998,Residential Building (Apartment / Condo)
121,M1H,43.77659045117455,-79.23757899043625,Gym / Fitness Center
0,M2H,43.80411524118791,-79.36623720424348,High School
1,M2H,43.80366383775661,-79.36390544874158,Fast Food Restaurant
2,M2H,43.805454826002794,-79.36418592243415,Golf Course
4,L3T,43.81156,-79.359461,Mobile Phone Shop
5,M2H,43.79688707072462,-79.36555624008179,Plaza
6,M2H,43.798945016733555,-79.36964392662048,Coffee Shop
7,L3T,43.81174017516606,-79.3605286989012,Office
8,M2H,43.807909,-79.357777,Pharmacy
9,L3T,43.8118524495096,-79.359501467552,Coffee Shop
10,M2H,43.79907859752626,-79.36944887924933,Pizza Place
11,M2H,43.798720162164216,-79.36908674258687,Mobile Phone Shop
12,M2H,43.7984661,-79.368832,Bank
13,M2H,43.798536,-79.369092,Shipping Store
14,M2H,43.797830691635156,-79.36940968153992,Grocery Store
15,L3T,43.8130891,-79.358339,Bank
16,M2H,43.798341,-79.369804,Pharmacy
17,M2H,43.798390946011395,-79.36918747196094,Korean Restaurant
18,L3T,43.81129867554667,-79.36222258877709,School
19,M2H,43.79946954445551,-79.36908438785247,Restaurant
20,L3T,43.811970577068365,-79.36192989349365,Office
21,M2H,43.81108976791412,-79.35832329593966,Bus Line
22,M2H,43.804515413699576,-79.36613821581467,Pool
23,M2H,43.79905915276692,-79.36894553114087,Sandwich Place
24,M2H,43.80553928816196,-79.36069456944033,Dog Run
25,L3T,43.81284540411792,-79.35838737717111,Diner
26,M2H,43.80085435650369,-79.35853228899195,College Auditorium
28,M2H,43.798746,-79.368761,Medical Center
29,M2H,43.80689934358257,-79.3566898340289,Veterinarian
30,M2H,43.798762,-79.369174,Medical Center
31,M2H,43.798577068671555,-79.36907482760152,Korean Restaurant
32,M2H,43.80633711890039,-79.35902177087775,General College & University
33,L3T,43.810691,-79.358354,Optical Shop
36,L3T,43.81212615966797,-79.36015319824219,Design Studio
37,L3T,43.8129645721087,-79.35837429519535,Post Office
38,M2H,43.79734902369068,-79.3692759642468,Library
39,M2H,43.8049821,-79.354616,Japanese Restaurant
40,M2H,43.807734252368945,-79.35677082024776,Miscellaneous Shop
41,M2H,43.807381,-79.356874,Nail Salon
42,M2H,43.798871,-79.369297,Post Office
43,M2H,43.807413574024274,-79.35671733362557,Chinese Restaurant
44,M2H,43.79860622522773,-79.36879634857178,Boutique
45,M2H,43.79748500100009,-79.36404293595176,School
46,M2H,43.79854427457323,-79.36913967132568,Spa
47,M2H,43.7983365651241,-79.37646543880767,Other Great Outdoors
48,M2H,43.80752601447683,-79.3567684827667,Bank
49,M2H,43.804055776849616,-79.37197001503517,Medical School
51,L3T,43.81231470875038,-79.3597552651512,Automotive Shop
52,M2H,43.797612107596066,-79.3704551129919,High School
53,M2H,43.798712920455586,-79.36911288772731,Shopping Mall
54,M2H,43.807841,-79.356765,Salon / Barbershop
55,M2H,43.79977558493853,-79.3708290513124,Pilates Studio
56,L3T,43.812011,-79.359863,Miscellaneous Shop
57,M2H,43.80387537723793,-79.36388345076904,Medical Center
58,M2H,43.804158,-79.35394,Medical Center
59,M2H,43.79930284444606,-79.35420933690412,College Basketball Court
60,L3T,43.81215889653208,-79.3583672945161,Nail Salon
61,M2H,43.80783348946916,-79.35674483321407,Dentist's Office
62,M2H,43.799086,-79.36955,Doctor's Office
63,M2H,43.80927125427469,-79.35877783895654,Residential Building (Apartment / Condo)
64,M2H,43.807356109877276,-79.35686588287354,Flower Shop
65,L3T,43.81073072296466,-79.36256906244188,Assisted Living
66,M2H,43.799078864491015,-79.36977575960123,Gas Station
67,M2H,43.80772211146167,-79.35679781099806,Bakery
68,M2H,43.798561,-79.363506,Tennis Court
69,M2H,43.79732547575425,-79.3633389992863,School
70,M5R,43.67581809328341,-79.40643310546875,Other Great Outdoors
71,L3T,43.812564,-79.358915,Costume Shop
72,M2H,43.80679863332946,-79.35561060905457,School
73,L3T,43.811740292963485,-79.35976973821087,Convenience Store
74,L3T,43.811926,-79.35996554,Building
75,M2H,43.807625625453966,-79.35670633378787,Salon / Barbershop
76,L3T,43.8127544418896,-79.35804830436437,Middle Eastern Restaurant
77,M2H,43.799067449664484,-79.36944159862028,Ice Cream Shop
78,M2H,43.80203,-79.354774,Arcade
79,M2H,43.80010867520502,-79.37098069783445,Recreation Center
80,M2H,43.80763235534946,-79.35538430670738,Park
81,L3T,43.809332228645836,-79.36460414412947,Housing Development
82,M2H,43.807674,-79.356834,Pizza Place
83,L3T,43.811844094186824,-79.36049531063826,Gas Station
84,M2H,43.810881,-79.359441,Residential Building (Apartment / Condo)
85,M2H,43.796964511180484,-79.3655776977539,African Restaurant
86,M2H,43.80923753605705,-79.3648909478094,Housing Development
87,M2H,43.79999881608711,-79.37101052083601,Pool
88,M2H,43.79883356941483,-79.35763031560954,Daycare
89,M2H,43.799031,-79.356092,Event Space
90,M2H,43.806962,-79.372625,Assisted Living
91,M2H,43.79942822266497,-79.37036162817608,Skate Park
92,M2H,43.79956364090926,-79.3711754928219,Park
93,M2H,43.798897,-79.369067,Non-Profit
94,M2H,43.80763484620014,-79.35646891593933,Laundry Service
95,M2H,43.807619,-79.356355,Chinese Restaurant
96,M2H,43.808556,-79.369419,Boutique
97,M2H,43.79994583129883,-79.37098693847656,Sporting Goods Shop
98,L3T,43.81231,-79.358896,Bakery
99,L3T,43.811932,-79.359694,General Entertainment
100,L3T,43.81051172267806,-79.36105666789408,Bus Line
101,M2H,43.79659279607699,-79.36553478240967,Antique Shop
102,917,43.80891418457031,-79.35894775390625,Seafood Restaurant
103,M2H,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
104,L3T,43.809714566947214,-79.3587302819758,Pizza Place
105,M2H,43.802563948014985,-79.35337882305815,Bus Stop
106,M2H,43.80904287618828,-79.36944327232608,Residential Building (Apartment / Condo)
107,M2H,43.799673524565485,-79.35628833898993,Housing Development
108,M2H,43.80506848683886,-79.36667715153746,Athletics & Sports
109,M2H,43.803652361504646,-79.35616184019324,Credit Union
110,M2H,43.80763646856789,-79.35677783270954,Convenience Store
111,M2H,43.80754,-79.356248,Chinese Restaurant
112,M2H,43.80766923582007,-79.35682183201858,Flower Shop
113,M2H,43.79885495956784,-79.36974022671,Dance Studio
114,M2H,43.807737,-79.356457,Pizza Place
115,M1W,43.81880490782012,-79.32828426361083,Bus Line
116,M2H,43.79996385807,-79.37072456869824,Skating Rink
117,M2H,43.81056149905939,-79.3614149093628,Residential Building (Apartment / Condo)
118,M2H,43.802067347853196,-79.35434683847974,Residential Building (Apartment / Condo)
0,M3H,43.754671343663034,-79.44274006861691,Fried Chicken Joint
1,M3H,43.754875481443555,-79.44243785404784,Deli / Bodega
2,M3H,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
3,M3H,43.75476686520758,-79.44325044751167,Coffee Shop
4,M3H,43.75531145041057,-79.44112566629565,Pizza Place
5,M3H,43.754768,-79.441275,Doctor's Office
6,M3B,43.75517797040956,-79.4416685761199,Grocery Store
7,M3H,43.754976,-79.442352,Korean Restaurant
8,M3H,43.755467,-79.440884,Medical School
9,M3H,43.75462087450866,-79.44327855757064,Government Building
10,M3H,43.755505,-79.44095,Spa
11,M3H,43.755534,-79.437873,Bus Line
12,M3H,43.754632,-79.443061,Ice Cream Shop
13,M3H,43.75538285503709,-79.44044870793472,Bank
14,M3H,43.755456362295725,-79.44069597981954,Convenience Store
15,M3H,43.755741275340625,-79.44050193032683,Sandwich Place
16,M3H,43.755797,-79.440471,Coffee Shop
17,M3H,43.7562323,-79.4390254,Bank
18,M3H,43.756239,-79.439599,Pharmacy
19,M3H,43.75608379050764,-79.43978950381364,Supermarket
20,M3H,43.755112,-79.438838,Gas Station
21,M3H,43.755382185036986,-79.44094461257187,Sushi Restaurant
22,M3H,43.75539484400371,-79.4406859789969,Restaurant
23,M3H,43.75567964325238,-79.44016579234159,Ice Cream Shop
24,M3H,43.75597674479524,-79.44128036499023,Synagogue
25,M3H,43.7557084229304,-79.4404461979866,Ice Cream Shop
26,M3H,43.756162,-79.439348,Gift Shop
27,M3H,43.755697951682755,-79.43818263436917,Bank
28,M3H,43.754433,-79.443473,Medical Center
29,M3H,43.75546238213686,-79.44108062365304,Bank
30,M3H,43.756052653816894,-79.44036757175827,Mobile Phone Shop
33,M3H,43.753756580505936,-79.43902550794776,Synagogue
34,M3H,43.75706934777004,-79.43907792192834,Doctor's Office
35,M3H,43.75101711149058,-79.43762213919143,Doctor's Office
36,M3H,43.7558486727308,-79.44018730540333,Miscellaneous Shop
37,M3H,43.75577786294725,-79.43992119235982,Pet Store
38,M3H,43.75598,-79.438579,Spa
39,M3H,43.75569512647938,-79.43961347354475,Shopping Mall
40,M3H,43.751108,-79.437909,Medical Center
41,M3H,43.75096804046931,-79.43771218804987,Medical Center
42,M3H,43.7533333097955,-79.44814129974058,Dentist's Office
43,M3H,43.75588488276475,-79.43931674371294,Health Food Store
44,M3H,43.755493,-79.437848,Salon / Barbershop
45,M3H,43.75169372558594,-79.43602752685547,Monument / Landmark
46,M3H,43.75684,-79.437092,Building
47,M3H,43.7557891,-79.4378344,Bridal Shop
48,M3H,43.751195,-79.437443,Doctor's Office
